drug,year,month,pbac_date,filename
pregabalin-pregabalin-aft,2022,5,2022-05-01,pregabalin-pregabalin-aft-psd-may-2022.pdf
pregabalin-pregabalin-aft,2021,11,2021-11-01,pregabalin-pregabalin-aft-psd-nov-2021.pdf
primidone,2019,11,2019-11-01,primidone-psd-november-2019.pdf
progesterone-oripro,2020,11,2020-11-01,progesterone-oripro-psd-nov-2020.pdf
progesterone,2014,3,2014-03-01,progesterone-psd-03-2014.pdf
progesterone,2016,7,2016-07-01,progesterone-psd-july-2016.pdf
progesterone,2022,7,2022-07-01,progesterone-psd-july-2022.pdf
progesterone,2024,7,2024-07-01,progesterone-psd-july-2024.pdf
progesterone,2016,3,2016-03-01,progesterone-psd-march-2016.pdf
progesterone,2021,11,2021-11-01,progesterone-psd-nov-2021.pdf
progesterone-utrogestan,2020,11,2020-11-01,progesterone-utrogestan-psd-nov-2020.pdf
propanolol,2015,3,2015-03-01,propanolol-psd-march-2015.pdf
propranolol,2017,7,2017-07-01,propranolol-psd-july-2017.pdf
propranolol,2015,11,2015-11-01,propranolol-psd-november-2015.pdf
propylene-glycol,2024,7,2024-07-01,propylene-glycol-psd-july-2024.pdf
protein-formula,2020,7,2020-07-01,protein-formula-psd-july-2020.pdf
protein-formula,2020,3,2020-03-01,protein-formula-psd-march-2020.pdf
protein-formula,2015,11,2015-11-01,protein-formula-psd-november-2015.pdf
protein-formula-renastep,2019,11,2019-11-01,protein-formula-renastep-psd-november-2019.docx.pdf
protein-hydrolysate-formula-with-medium-chain-triglycerides,2018,3,2018-03-01,protein-hydrolysate-formula-with-medium-chain-triglycerides-psd-march-2018.pdf
quadrivalent-inactivated-influenza-vaccine,2019,3,2019-03-01,quadrivalent-inactivated-influenza-vaccine-psd-march-2019.pdf
quadrivalent-influenza-vaccine,2015,7,2015-07-01,quadrivalent-influenza-vaccine-psd-july-2015.pdf
quadrivalent-influenza-vaccine,2020,7,2020-07-01,quadrivalent-influenza-vaccine-psd-july-2020.pdf
quadrivalent-influenza-vaccine,2018,11,2018-11-01,quadrivalent-influenza-vaccine-psd-november-2018.pdf
quadrivalent-influenza-vaccine,2022,9,2022-09-01,quadrivalent-influenza-vaccine-psd-september-2022.pdf
quetiapine,2013,7,2013-07-01,quetiapine-psd-07-2013.pdf
quetiapine,2018,3,2018-03-01,quetiapine-psd-march-2018.pdf
rabeprazole,2022,3,2022-03-01,rabeprazole-psd-march-2022.pdf
raltegravir,2017,7,2017-07-01,raltegravir-psd-july-2017.pdf
ranolazine,2017,3,2017-03-01,ranolazine-psd-march-2017.pdf
ranolazine,2018,3,2018-03-01,ranolazine-psd-march-2018.pdf
relugolix-with-estradiol-and-with-norethisterone-acetate,2024,3,2024-03-01,relugolix-with-estradiol-and-with-norethisterone-acetate-psd-march-2024-corrigendum.pdf
relugolix-with-estradiol-and-with-norethisterone-acetate,2024,11,2024-11-01,relugolix-with-estradiol-and-with-norethisterone-acetate-psd-nov-2024.pdf
respiratory-syncytial-virus,2024,3,2024-03-01,respiratory-syncytial-virus-psd-march-2024-with-addendum-may-2024.pdf
respiratory-syncytial-virus-vaccine,2025,11,2025-11-01,respiratory-syncytial-virus-vaccine-psd-november-2025.pdf
retifanlimab-(mcc),2025,11,2025-11-01,retifanlimab-(MCC)-psd-november-2025.pdf
retifanlimab-(scac),2025,11,2025-11-01,retifanlimab-(SCAC)-psd-november-2025.pdf
review-of-cost-effectiveness-atopic-dermatitis-drugs,2023,11,2023-11-01,review-of-cost-effectiveness-atopic-dermatitis-drugs-psd-nov-2023.pdf
ribavirin-hepc,2016,7,2016-07-01,ribavirin-hepc-psd-july-2016.pdf
ribavirin,2015,7,2015-07-01,ribavirin-psd-july-2015.pdf
ribavirin,2016,7,2016-07-01,ribavirin-psd-july-2016.pdf
ribavirin,2015,3,2015-03-01,ribavirin-psd-march-2015.pdf
ribavirin,2015,11,2015-11-01,ribavirin-psd-november-2015.pdf
rifampicin,2020,7,2020-07-01,rifampicin-psd-july-2020.pdf
riociguat,2014,3,2014-03-01,riociguat-psd-03-2014.pdf
riociguat,2014,11,2014-11-01,riociguat-psd-11-2014.pdf
riociguat,2015,7,2015-07-01,riociguat-psd-july-2015.pdf
riociguat,2016,3,2016-03-01,riociguat-psd-march-2016.pdf
risedronate,2013,3,2013-03-01,risedronate-psd-03-2013.pdf
risedronic-acid,2022,11,2022-11-01,risedronic-acid-psd-11-2022-03-2023.pdf
risperidone,2019,8,2019-08-01,risperidone-psd-08-2019.pdf
risperidone,2024,3,2024-03-01,risperidone-psd-march-2024.pdf
risperidone,2015,11,2015-11-01,risperidone-psd-november-2015.pdf
romidepsin,2017,12,2017-12-01,romidepsin-psd-12-2017.pdf
romidepsin,2016,11,2016-11-01,romidepsin-psd-november-2016.pdf
rozanolixizumab,2025,3,2025-03-01,rozanolixizumab-psd-march-2025-november-2025.pdf
rsvpref,2024,11,2024-11-01,RSVpreF-psd-november-2024-july-2025.pdf
rsvpref3-arexvy,2024,7,2024-07-01,rsvpref3-arexvy-psd-july-2024.pdf
sacubitril-with-valsartan,2024,11,2024-11-01,sacubitril-with-valsartan-psd-nov-2024.pdf
safinamide,2018,11,2018-11-01,safinamide-psd-november-2018.pdf
salbutamol,2014,11,2014-11-01,salbutamol-psd-11-2014.pdf
salbutamol,2020,3,2020-03-01,salbutamol-psd-march-2020.pdf
salbutamol,2016,11,2016-11-01,salbutamol-psd-november-2016.pdf
salbutamol,2019,11,2019-11-01,salbutamol-psd-november-2019.pdf
saxagliptin-and-metformin,2015,7,2015-07-01,saxagliptin-and-metformin-psd-july-2015.pdf
saxagliptin,2013,3,2013-03-01,saxagliptin-psd-03-2013.pdf
saxagliptin,2013,4,2013-04-01,saxagliptin-psd-04-2013.pdf
saxagliptin,2015,7,2015-07-01,saxagliptin-psd-july-2015.pdf
seladelpar,2025,7,2025-07-01,seladelpar-psd-july-2025-with addendum-december-2025.pdf
selexipag,2020,7,2020-07-01,selexipag-psd-july-2020.pdf
selexipag,2016,3,2016-03-01,selexipag-psd-march-2016.pdf
selexipag,2017,3,2017-03-01,selexipag-psd-march-2017.pdf
selinexor-rr-mm,2022,3,2022-03-01,selinexor-rr-mm-psd-march-2022.pdf
selinexor-rrmm,2021,7,2021-07-01,selinexor-RRMM-psd-july-2021.pdf
selinexor-tcr-pr-mm,2021,7,2021-07-01,selinexor-TCR-PR-MM-psd-july-2021.pdf
selumetinib,2022,11,2022-11-01,selumetinib-psd-11-2022.pdf
selumetinib,2024,3,2024-03-01,selumetinib-psd-march-2024.pdf
sevelamer,2019,3,2019-03-01,sevelamer-psd-march-2019.pdf
sevelamer,2017,11,2017-11-01,sevelamer-psd-november-2017.pdf
siltuximab,2021,7,2021-07-01,siltuximab-psd-july-2021.pdf
siltuximab,2021,11,2021-11-01,siltuximab-psd-nov-2021.pdf
sitagliptin,2015,7,2015-07-01,sitagliptin-psd-july-2015.pdf
sitagliptin,2015,11,2015-11-01,sitagliptin-psd-november-2015.pdf
sitagliptin,2015,7,2015-07-01,sitagliptin-psd2-july-2015.pdf
sodium-phenylbutyrate,2019,7,2019-07-01,sodium-phenylbutyrate-psd-july-2019.pdf
sodium-phenylbutyrate,2018,3,2018-03-01,sodium-phenylbutyrate-psd-march-2018.pdf
sodium-phenylbutyrate,2019,3,2019-03-01,sodium-phenylbutyrate-psd-march-2019.pdf
sodium-phenylbutyrate,2017,11,2017-11-01,sodium-phenylbutyrate-psd-november-2017.pdf
somapacitan,2023,7,2023-07-01,somapacitan-psd-july-2023.pdf
somapacitan,2022,3,2022-03-01,somapacitan-psd-march-2022.pdf
somatropin-adults,2019,8,2019-08-01,somatropin-adults-psd-08-2019.DOCX.pdf
somatropin-saizen,2016,11,2016-11-01,somatropin-saizen-psd-november-2016.pdf
sonidegib,2023,7,2023-07-01,sonidegib-psd-july-2023.pdf
sonidegib,2017,11,2017-11-01,sonidegib-psd-november-2017.pdf
sotatercept,2025,3,2025-03-01,sotatercept-psd-march-2025.pdf
stiripentol,2020,3,2020-03-01,stiripentol-psd-march-2020.pdf
strontium,2015,7,2015-07-01,strontium-psd-july-2015.pdf
strontium,2015,11,2015-11-01,strontium-psd-november-2015.pdf
strontium-ranelate,2014,7,2014-07-01,strontium-ranelate-psd-07-2014.pdf
sucroferric-oxyhydroxide,2014,11,2014-11-01,sucroferric-oxyhydroxide-psd-11-2014.pdf
sucroferric-oxyhydroxide,2015,7,2015-07-01,sucroferric-oxyhydroxide-psd-july-2015.pdf
taliglucerase-alfa,2012,3,2012-03-01,taliglucerase-alfa-psd-03-2012.pdf
taliglucerase-alfa,2014,11,2014-11-01,taliglucerase-alfa-psd-11-2014.pdf
tamoxifen,2016,3,2016-03-01,tamoxifen-psd-march-2016.pdf
tapentadol,2013,11,2013-11-01,tapentadol-psd-11-2013.pdf
td-ftc-prep,2020,9,2020-09-01,TD-FTC-PrEP-psd-september-2020.pdf
tebentafusp,2023,3,2023-03-01,tebentafusp-psd-march-2023-september-2023.pdf
tenofovir-emtricitabine-mylan,2017,7,2017-07-01,tenofovir-emtricitabine-mylan-psd-july-2017.pdf
tenofovir-emtricitabine-prep,2017,12,2017-12-01,tenofovir-emtricitabine-prep-psd-december-2017.pdf
tenofovir-emtricitabine-truvada,2017,7,2017-07-01,tenofovir-emtricitabine-truvada-psd-july-2017.pdf
tenofovir-with-emtricitabine-combination-drugs,2019,3,2019-03-01,tenofovir-with-emtricitabine-combination-drugs-psd-march-2019.pdf
teprotumumab,2025,3,2025-03-01,teprotumumab-psd-march-2025-may-2025.pdf
terbutaline,2019,7,2019-07-01,terbutaline-psd-july-2019.pdf
terbutaline,2020,7,2020-07-01,terbutaline-psd-july-2020.pdf
teriparatide-lupin,2023,11,2023-11-01,teriparatide-lupin-psd-nov-2023.pdf
teriparatide,2025,7,2025-07-01,teriparatide-psd-july-2025.pdf
teriparatide,2021,3,2021-03-01,teriparatide-psd-mar-2021.pdf
teriparatide-terrosa,2023,11,2023-11-01,teriparatide-terrosa-psd-nov-2023.pdf
testosterone-2,2015,3,2015-03-01,testosterone-2-psd-march-2015.pdf
testosterone,2015,7,2015-07-01,testosterone-psd-july-2015.pdf
testosterone,2021,3,2021-03-01,testosterone-psd-mar-2021.pdf
testosterone,2015,3,2015-03-01,testosterone-psd-march-2015.pdf
testosterone,2015,11,2015-11-01,testosterone-psd-november-2015.pdf
testosterone,2018,11,2018-11-01,testosterone-psd-november-2018.pdf
testosterone,2025,11,2025-11-01,testosterone-psd-november-2025.pdf
tetracosactide,2021,3,2021-03-01,tetracosactide-psd-mar-2021.pdf
tetracosactide,2021,5,2021-05-01,tetracosactide-psd-may-2021.pdf
tetracosactrin,2017,11,2017-11-01,tetracosactrin-psd-november-2017.pdf
tezacaftor-and-ivacaftor,2019,11,2019-11-01,tezacaftor-and-ivacaftor-psd-november-2019.pdf
tezacaftor-with-ivacaftor-f508del,2019,3,2019-03-01,tezacaftor-with-ivacaftor-f508del-psd-march-2019.pdf
tezacaftor-with-ivacaftor-rfmutation,2019,3,2019-03-01,tezacaftor-with-ivacaftor-RFmutation-psd-march-2019.pdf
tga-opioid-reforms,2019,12,2019-12-01,tga-opioid-reforms-psd-december-2019.pdf
thiazolidinediones,2014,7,2014-07-01,thiazolidinediones-psd-07-2014.pdf
thyroxine,2016,3,2016-03-01,thyroxine-psd-march-2016.pdf
thyroxine-sodium,2015,11,2015-11-01,thyroxine-sodium-psd-november-2015.pdf
tiotropium-braltus,2019,3,2019-03-01,tiotropium-Braltus-psd-march-2019.pdf
tiotropium-bromide,2015,7,2015-07-01,tiotropium-bromide-psd-july-2015.pdf
tiotropium,2017,7,2017-07-01,tiotropium-psd-july-2017.pdf
tiotropium,2020,7,2020-07-01,tiotropium-psd-july-2020.pdf
tiotropium,2016,3,2016-03-01,tiotropium-psd-march-2016.pdf
tiotropium,2018,3,2018-03-01,tiotropium-psd-march-2018.pdf
tiotropium,2024,3,2024-03-01,tiotropium-psd-march-2024.pdf
tiotropium,2024,11,2024-11-01,tiotropium-psd-nov-2024.pdf
tiotropium,2017,11,2017-11-01,tiotropium-psd-november-2017.pdf
tiotropium,2018,11,2018-11-01,tiotropium-psd-november-2018.pdf
tiotropium-spiriva,2019,3,2019-03-01,tiotropium-Spiriva-psd-march-2019.pdf
tiotropium-with-olodaterol,2015,7,2015-07-01,tiotropium-with-olodaterol-psd-july-2015.pdf
tiotropium-with-olodaterol,2020,7,2020-07-01,tiotropium-with-olodaterol-psd-july-2020.pdf
tiotropium-with-olodaterol,2024,11,2024-11-01,tiotropium-with-olodaterol-psd-nov-2024.pdf
tiotropium-with-olodaterol,2016,11,2016-11-01,tiotropium-with-olodaterol-psd-november-2016.pdf
tislelizumab,2024,11,2024-11-01,tislelizumab-psd-nov-2024.pdf
tixagevimab-and-cilgavimab,2022,9,2022-09-01,tixagevimab-and-cilgavimab-psd-09-2022-12-2022.pdf
tobramycin,2013,3,2013-03-01,tobramycin-psd-03-2013.pdf
tobramycin,2013,11,2013-11-01,tobramycin-psd-11-2013.pdf
tofersen,2025,11,2025-11-01,tofersen-psd-november-2025.pdf
toripalimab,2025,3,2025-03-01,toripalimab-psd-march-2025-with-july-2025.pdf
tramadol-hydrochloride-with-paracetamol,2018,3,2018-03-01,tramadol-hydrochloride-with-paracetamol-psd-march-2018.pdf
trientine-cuprior,2021,11,2021-11-01,trientine-cuprior-psd-nov-2021.pdf
trientine-dihydrochloride,2022,3,2022-03-01,trientine-dihydrochloride-psd-march-2022.pdf
trientine-dihydrochloride,2022,5,2022-05-01,trientine-dihydrochloride-psd-may-2022.pdf
trientine,2023,7,2023-07-01,trientine-psd-july-2023.pdf
trientine-tetrahydrochloride,2022,3,2022-03-01,trientine-tetrahydrochloride-psd-march-2022.pdf
trientine-tetrahydrochloride,2022,5,2022-05-01,trientine-tetrahydrochloride-psd-may-2022.pdf
trientine-waymade,2021,11,2021-11-01,trientine-waymade-psd-november-2021.pdf
trifluridine-and-tipiracil,2019,11,2019-11-01,trifluridine-and-tipiracil-psd-november-2019.pdf
trifluridine-tipiracil,2017,7,2017-07-01,trifluridine-tipiracil-psd-july-2017.pdf
trifluridine-tipiracil,2018,3,2018-03-01,trifluridine-tipiracil-psd-march-2018.pdf
trifluridine-with-tipiracil,2018,7,2018-07-01,trifluridine-with-tipiracil-psd-july-2018.pdf
trifluridine-with-tipiracil,2017,3,2017-03-01,trifluridine-with-tipiracil-psd-march-2017.pdf
trifluridine-with-tipiracil,2016,11,2016-11-01,trifluridine-with-tipiracil-psd-november-2016.pdf
trifluridine-with-tipiracil,2017,11,2017-11-01,trifluridine-with-tipiracil-psd-november-2017.pdf
triglyc-med-chain-peptamen,2016,3,2016-03-01,triglyc-med-chain-peptamen-psd-march-2016.pdf
triglycerides-glucose-polymer,2014,7,2014-07-01,triglycerides-glucose-polymer-psd-07-2014.pdf
triglycerides-long-chain-pro-zero,2018,3,2018-03-01,triglycerides-long-chain-pro-zero-psd-march-2018.pdf
triglycerides-medium-chain-and-long-chain,2020,3,2020-03-01,triglycerides-medium-chain-and-long-chain-psd-march-2020.pdf
triglycerides-medium-chain-formula-monogen,2017,7,2017-07-01,triglycerides-medium-chain-formula-monogen-psd-july-2017.pdf
triglycerides-medium-chain-formula-nutrini,2019,3,2019-03-01,triglycerides-medium-chain-formula-Nutrini-psd-march-2019.pdf
triglycerides-medium-chain-formula-peptamen-junior,2020,3,2020-03-01,triglycerides-medium-chain-formula-peptamen-junior-psd-march-2020.pdf
triglycerides-medium-chain-formula,2015,7,2015-07-01,triglycerides-medium-chain-formula-psd-july-2015.pdf
triglycerides-medium-chain-formula,2020,7,2020-07-01,triglycerides-medium-chain-formula-psd-july-2020.pdf
triglycerides-medium-chain-formula,2015,3,2015-03-01,triglycerides-medium-chain-formula-psd-march-2015.pdf
triglycerides-medium-chain-formula,2020,3,2020-03-01,triglycerides-medium-chain-formula-psd-march-2020.pdf
triglycerides-medium-chain-mct-procal,2018,7,2018-07-01,triglycerides-medium-chain-mct-procal-psd-july-2018.pdf
triglycerides-medium-chain-monogen,2015,11,2015-11-01,triglycerides-medium-chain-monogen-psd-november-2015.pdf
triglycerides-medium-chain-nutrini-peptisorb,2016,11,2016-11-01,triglycerides-medium-chain-nutrini-peptisorb-psd-november-2016.pdf
triglycerides-medium-chain-peptamen,2015,11,2015-11-01,triglycerides-medium-chain-peptamen-psd-november-2015.pdf
triglycerides-peptamen,2014,7,2014-07-01,triglycerides-peptamen-psd-07-2014.pdf
triglycerides-prozero,2024,11,2024-11-01,triglycerides-prozero-psd-nov-2024.pdf
triglycycerides-medium-chain,2022,3,2022-03-01,triglycycerides-medium-chain-psd-march-2022.pdf
triptorelin,2021,7,2021-07-01,triptorelin-psd-july-2021.pdf
triptorelin,2016,3,2016-03-01,triptorelin-psd-march-2016.pdf
trivalent-influenza-vaccine-high-dose,2018,7,2018-07-01,trivalent-influenza-vaccine-high-dose-psd-july-2018.pdf
trivalent-vaccine,2014,7,2014-07-01,trivalent-vaccine-psd-07-2014.pdf
tyr-anamix-junior,2014,11,2014-11-01,tyr-anamix-junior-psd-11-2014.pdf
tyrosine-tyrosine-1000,2019,7,2019-07-01,tyrosine-tyrosine-1000-psd-july-2019.pdf
ulipristal-acetate,2016,7,2016-07-01,ulipristal-acetate-psd-july-2016.pdf
ulipristal,2017,3,2017-03-01,ulipristal-psd-march-2017.pdf
umeclidinium,2014,7,2014-07-01,umeclidinium-psd-07-2014.pdf
umeclidinium-vilanterol,2014,3,2014-03-01,umeclidinium-vilanterol-psd-03-2014.pdf
umeclidinium-vilanterol,2014,7,2014-07-01,umeclidinium-vilanterol-psd-07-2014.pdf
umeclidinium-vilanterol,2014,11,2014-11-01,umeclidinium-vilanterol-psd-11-2014.pdf
ursodeoxycholic-acid,2023,3,2023-03-01,ursodeoxycholic-acid-psd-03-2023.pdf
ursodeoxycholic-acid,2017,3,2017-03-01,ursodeoxycholic-acid-psd-march-2017.pdf
vanzacaftor-tezacaftor-deutivacaftor,2025,7,2025-07-01,vanzacaftor-tezacaftor-deutivacaftor-psd-july-2025-september-2025.pdf
varicella-virus-vaccine,2023,11,2023-11-01,varicella-virus-vaccine-psd-nov-2023.pdf
varicella-zoster-vaccine,2023,3,2023-03-01,varicella-zoster-vaccine-psd-03-2023.pdf
varicella-zoster-virus-recombinant-vaccine,2023,7,2023-07-01,varicella-zoster-virus-recombinant-vaccine-psd-july-2023.pdf
varicella-zoster-virus-recombinant-vaccine,2018,11,2018-11-01,varicella-zoster-virus-recombinant-vaccine-psd-november-2018.pdf
velmanase-alfa,2025,7,2025-07-01,velmanase alfa-psd-july-2025- with-corrigenda-and-addendum-december-2025.pdf
vildagliptin-metformin,2013,7,2013-07-01,vildagliptin-metformin-psd-07-2013.pdf
vildagliptin,2013,7,2013-07-01,vildagliptin-psd-07-2013.pdf
vildagliptin,2016,3,2016-03-01,vildagliptin-psd-march-2016.pdf
vildagliptin,2017,11,2017-11-01,vildagliptin-psd-november-2017.pdf
vitamins-minerals-and-trace-elements-with-carbohydrate,2020,7,2020-07-01,vitamins-minerals-and-trace-elements-with-carbohydrate-psd-july-2020.pdf
vitamins-minerals-fruitivits,2014,7,2014-07-01,vitamins-minerals-fruitivits-psd-07-2014.pdf
vitamins-minerals-trace-elements-formula-phlexy-vits,2017,7,2017-07-01,vitamins-minerals-trace-elements-formula-phlexy-vits-psd-july-2017.pdf
vitamins-minerals-trace-elements-with-carbohydrate-fruitivits,2016,11,2016-11-01,vitamins-minerals-trace-elements-with-carbohydrate-fruitivits-psd-november-2016.pdf
vorasidenib,2025,7,2025-07-01,vorasidenib-psd-july-2025.pdf
voriconazole,2014,3,2014-03-01,voriconazole-psd-03-2014.pdf
vorinostat,2017,3,2017-03-01,vorinostat-psd-march-2017.pdf
vorinostat,2016,11,2016-11-01,vorinostat-psd-november-2016.pdf
vosoritide,2022,7,2022-07-01,vosoritide-psd-07-2022-09-2022-11-2022.pdf
vosoritide,2022,9,2022-09-01,vosoritide-psd-september-2022.pdf
warfarin,2016,11,2016-11-01,warfarin-psd-november-2016.pdf
whey-protein-formula-infatrini-peptisorb,2016,7,2016-07-01,whey-protein-formula-infatrini-peptisorb-psd-july-2016.pdf
whey-protein-formula-supplemented-with-amino-acids-vitamins-and-minerals,2020,7,2020-07-01,whey-protein-formula-supplemented-with-amino-acids-vitamins-and-minerals-psd-july-2020.pdf
zilucoplan,2024,7,2024-07-01,zilucoplan-psd-july-2024.pdf
zilucoplan,2025,3,2025-03-01,zilucoplan-psd-march-2025.pdf
zolbetuximab,2025,3,2025-03-01,zolbetuximab-psd-march-2025-september-2025.pdf
zoledronic-acid,2022,12,2022-12-01,zoledronic-acid-psd-december-2022-july-2023.pdf
zoledronic-acid,2018,7,2018-07-01,zoledronic-acid-psd-july-2018.pdf
zoster-vaccine,2014,11,2014-11-01,zoster-vaccine-psd-11-2014.pdf
zoster-virus-vaccine,2014,3,2014-03-01,zoster-virus-vaccine-psd-03-2014.pdf
